ORI9,TYPE,BJS_AGENCYNAME,CITY,STATENAME,STATECODE,POP2012,FTSWORN,FTCIV,PERS_PDSW_MFT,PERS_FTS_WHT,PAY_SAL_EXC_MIN,PAY_SAL_EXC_MAX,PAY_SAL_SGT_MIN,PAY_SAL_SGT_MAX,PAY_SAL_OFCR_MIN,PAY_SAL_OFCR_MAX,PAY_BARG,BDGT_TTL
PA0066200,1,TILDEN TWP POLICE DEPT                                                                              ,Hamburg                                 ,Pennsylvania        ,PA,3602,3,0,3,3,52000,52000,NA,NA,42000,42000,(1) Yes,310000
PA0233300,1,TINICUM TWP (DELAWARE CO.) POLICE DEPT                                                              ,Essington                               ,Pennsylvania        ,PA,4095,16,2,16,16,95000,118000,93039,93039,48998,48998,(1) Yes,2900000
PA0024500,1,TURTLE CREEK POLICE DEPT                                                                            ,Turtle Creek                            ,Pennsylvania        ,PA,5335,5,1,5,5,75000,75000,NA,NA,58000,58000,(1) Yes,680530
PA0600000,2,UNION COUNTY SHERIFFS DEPT                                                                          ,Lewisburg                               ,Pennsylvania        ,PA,44952,8,1,8,8,52000,52000,40000,40000,27040,27040,(1) Yes,NA
PA0463000,1,UPPER MORELAND TWP POLICE DEPT                                                                      ,Willow Grove                            ,Pennsylvania        ,PA,24122,35,4,32,35,128000,128000,90147,92747,66061,83179,(1) Yes,4200000
PA0152800,1,UWCHLAN TWP POLICE DEPT                                                                             ,Exton                                   ,Pennsylvania        ,PA,18326,22,1,20,22,95000,124100,97202,97202,89090,89090,(1) Yes,3700000
PA0620100,1,WARREN POLICE DEPT                                                                                  ,Warren                                  ,Pennsylvania        ,PA,9530,16,6,15,16,60000,70000,45000,55000,40000,40000,(1) Yes,1831735
PA0280600,1,WASHINGTON TWP (FRANKLIN CO.) POLICE DEPT                                                           ,Waynesboro                              ,Pennsylvania        ,PA,14206,14,2,14,13,80000,80000,78000,78000,44000,65000,(1) Yes,1156400
PA0151400,1,WEST GOSHEN TWP POLICE DEPT                                                                         ,West Chester                            ,Pennsylvania        ,PA,22692,27,4,26,27,122004,122004,92979,92979,51500,51500,(1) Yes,5300000
PA0361400,1,WEST LAMPETER TWP POLICE DEPT                                                                       ,Lampeter                                ,Pennsylvania        ,PA,15404,15,1,14,14,90000,93000,NA,NA,NA,NA,(1) Yes,1500000
PA0062100,1,WEST READING POLICE DEPT                                                                            ,West Reading                            ,Pennsylvania        ,PA,4204,12,2,11,11,75000,87200,75000,75000,61885,61885,(1) Yes,2100000
PA0210500,1,WEST SHORE REGIONAL POLICE DEPT                                                                     ,Lemoyne                                 ,Pennsylvania        ,PA,7674,9,2,9,9,86000,86000,72000,72000,68000,68000,(1) Yes,1692221
PA0029800,1,WEST VIEW BOROUGH POLICE DEPT                                                                       ,Pittsburgh                              ,Pennsylvania        ,PA,6759,10,1,10,10,97850,97850,67579,67579,39686,39686,(1) Yes,1052700
PA0390800,1,WHITEHALL TWP POLICE DEPT                                                                           ,Whitehall                               ,Pennsylvania        ,PA,27100,44,6,41,43,93000,93000,78328,78328,53430,53430,(1) Yes,4717465
PA0402700,1,WILKES BARRE (CITY) POLICE DEPT                                                                     ,Wilkes-Barre                            ,Pennsylvania        ,PA,41243,83,4,81,80,75000,110000,62000,65000,NA,NA,(1) Yes,1.00E+07
PA0062200,1,WYOMISSING POLICE DEPT                                                                              ,Wyomissing                              ,Pennsylvania        ,PA,10476,23,1,21,23,97000,97000,80017,80017,66633,79279,(1) Yes,2379917
PA0673200,1,YORK AREA REGIONAL POLICE DEPT                                                                      ,York                                    ,Pennsylvania        ,PA,53000,43,5,41,42,106000,106000,87610,88111,48000,48000,(1) Yes,7343000
RI0041600,1,BURRILLVILLE POLICE DEPT                                                                            ,Harrisville                             ,Rhode Island        ,RI,16082,22,6,20,22,80000,80000,55549,57770,40774,51736,(1) Yes,2041741
RI0040200,1,CRANSTON POLICE DEPT                                                                                ,Cranston                                ,Rhode Island        ,RI,80529,146,24,131,139,98737,108737,61534,67534,40479,40479,(1) Yes,22083509
RI0040500,1,JOHNSTON POLICE DEPT                                                                                ,Johnston                                ,Rhode Island        ,RI,28960,69,10,66,61,82000,85000,55000,56000,41000,42000,(1) Yes,11976039
RI0050100,1,NARRAGANSETT POLICE DEPT                                                                            ,Narragansett                            ,Rhode Island        ,RI,15695,39,13,38,39,68479,90795,66246,66246,41141,41141,(1) Yes,6443080
RIDI00300,1,NARRAGANSETT TRIBAL POLICE DEPT                                                                     ,Charlestown                             ,Rhode Island        ,RI,2046,4,0,4,1,65000,65000,39000,39000,30000,30000,(2) No,234000
RI0040700,1,NORTH PROVIDENCE POLICE DEPT                                                                        ,North Providence                        ,Rhode Island        ,RI,32154,63,16,59,61,90200,90200,55367,55367,43945,50984,(1) Yes,5912388
RI0040800,1,PAWTUCKET POLICE DEPT                                                                               ,Pawtucket                               ,Rhode Island        ,RI,71170,141,35,130,128,88025,88025,63379,63379,55415,55415,(1) Yes,20233933
RI0040900,1,PROVIDENCE POLICE DEPT                                                                              ,Providence                              ,Rhode Island        ,RI,178432,427,98,398,337,212800,266240,69948,122662,59932,98328,(1) Yes,NA
RIRSP0000,3,Rhode Island State Police                                                                           ,North Scituate                          ,Rhode Island        ,RI,1050393,227,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RI0020300,1,WARWICK POLICE DEPT                                                                                 ,Warwick                                 ,Rhode Island        ,RI,81873,165,49,148,155,108002,108002,72026,72416,39033,39423,(1) Yes,17111709
SC0020000,2,AIKEN COUNTY SHERIFFS DEPT                                                                          ,Aiken                                   ,South Carolina      ,SC,162812,136,108,121,123,93984,93984,38065,52682,33304,46092,(2) No,11287507
SC0020100,1,AIKEN DEPT OF PUBLIC SAFETY                                                                         ,Aiken                                   ,South Carolina      ,SC,29884,89,55,80,74,60632,100651,40414,70324,33072,57304,(2) No,9031593
SC0030100,1,ALLENDALE POLICE DEPT                                                                               ,Allendale                               ,South Carolina      ,SC,3317,9,0,9,6,52000,54000,30000,42000,24000,26000,(2) No,625400
SC0040100,1,ANDERSON POLICE DEPT                                                                                ,Anderson                                ,South Carolina      ,SC,26708,93,49,81,0,65000,65000,32000,32000,29000,29000,(2) No,7195591
SC0260100,1,ATLANTIC BEACH POLICE DEPT                                                                          ,Atlantic Beach                          ,South Carolina      ,SC,347,1,0,1,0,32000,32000,NA,NA,18000,18000,NA,49000
SC0060100,1,BARNWELL POLICE DEPT                                                                                ,Barnwell                                ,South Carolina      ,SC,4680,15,2,14,13,50000,55000,34000,38000,30000,32500,(2) No,1.00E+06
SC0070100,1,BEAUFORT POLICE DEPT                                                                                ,Beaufort                                ,South Carolina      ,SC,12788,43,3,36,25,NA,NA,NA,NA,NA,NA,(1) Yes,NA
SC0080000,2,BERKELEY COUNTY SHERIFFS OFFICE                                                                     ,Moncks Corner                           ,South Carolina      ,SC,189781,155,88,134,130,94137,150620,35440,56704,31010,49616,(1) Yes,11270000
SC0390100,1,CENTRAL POLICE DEPT                                                                                 ,Central                                 ,South Carolina      ,SC,5154,9,1,7,7,42000,42000,38000,38000,24000,24000,(1) Yes,636180
SC0100000,2,CHARLESTON COUNTY SHERIFFS OFFICE                                                                   ,North Charleston                        ,South Carolina      ,SC,365162,255,510,231,209,120000,120000,40000,47000,35000,40000,(2) No,NA
